"adj.P.Val"	"P.Value"	"AveExpr"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.ID"	"Gene.title"
0.289674941782523	5.29812422098807e-06	3.71783489167202	-5.84064480009415	-0.191294043124732	-0.410748209852438	""	""	""
0.682265677662668	2.49571349853742e-05	5.42768003284121	-5.21650354806204	-0.731526726405282	-0.322814799104746	""	""	""
0.898815981768658	5.08586050529629e-05	5.09478502387996	4.93333992781702	-0.99365403093045	0.609363554635376	"PTGS1"	"5742"	"prostaglandin-endoperoxide synthase 1"
0.898815981768658	8.10020062783252e-05	7.74623222559357	4.74893994561533	-1.169745178918	0.648808392847167	"FUCA1"	"2517"	"fucosidase, alpha-L- 1, tissue"
0.898815981768658	0.000101353656809829	3.68703281902457	4.66026326220688	-1.2558660227393	0.306395090687747	"LOC101928917"	"101928917"	"heat shock transcription factor, X-linked-like"
0.898815981768658	0.00013710189119039	3.8775473296569	4.54081080380937	-1.37328672849483	0.804048076714426	"CD28"	"940"	"CD28 molecule"
0.898815981768658	0.000143493981282401	6.10447079120699	4.5227963412455	-1.3911309819349	0.608516114262351	"ZMAT3"	"64393"	"zinc finger matrin-type 3"
0.898815981768658	0.000197177880510655	5.32869589819565	4.39714693363484	-1.51654508721383	0.93715058460606	"NCF4"	"4689"	"neutrophil cytosolic factor 4"
0.898815981768658	0.000221838732041302	4.94846315615879	-4.35054083478338	-1.56347294576677	-0.357929286334651	""	""	""
0.898815981768658	0.000241469460285719	5.33785389260492	4.31699704674282	-1.59737979973412	0.94706276587846	"KCNJ5"	"3762"	"potassium voltage-gated channel subfamily J member 5"
0.898815981768658	0.000246509457584394	9.00867515823062	4.30882358208738	-1.60565809099029	0.466220512360998	"TPP1"	"1200"	"tripeptidyl peptidase 1"
0.898815981768658	0.000293338380697445	2.81465856854064	-4.23997945597716	-1.67563316624638	-0.227139856706686	""	""	""
0.898815981768658	0.000299851185497798	5.51040040232325	4.2312834950479	-1.68450287197152	0.714620150039525	"HACD4"	"401494"	"3-hydroxyacyl-CoA dehydratase 4"
0.898815981768658	0.000318753957319267	6.39261919582042	4.20706945495977	-1.70923627923935	0.982561260753291	"MARCO"	"8685"	"macrophage receptor with collagenous structure"
0.898815981768658	0.00032115408269002	5.55673548234594	4.20409765155449	-1.71227539705027	0.502074943874836	"MYO7A"	"4647"	"myosin VIIA"
0.898815981768658	0.000357211756502465	3.08058795385917	-4.16192878240147	-1.75548200995684	-0.22971533814674	""	""	""
0.898815981768658	0.000397849911387897	4.31744544275142	-4.1191995996213	-1.79941615462581	-0.348286371800068	"LOC100130175///BBIP1"	"100130175///92482"	"uncharacterized LOC100130175///BBSome interacting protein 1"
0.898815981768658	0.000412459139346763	5.12623471625331	4.10489081210669	-1.81416194431192	0.458754203620552	"HFE"	"3077"	"hemochromatosis"
0.898815981768658	0.000421497407971717	5.41872207326749	-4.09628811538732	-1.82303529590443	-0.315121488065713	"ITGB3"	"3690"	"integrin subunit beta 3"
0.898815981768658	0.000423029176603949	4.92612612428733	-4.09484832457688	-1.82452096135879	-0.464358573982544	""	""	""
0.898815981768658	0.000439961133779044	7.02041808901701	-4.07926891054546	-1.84060724821805	-0.319799383025035	"BAZ2A"	"11176"	"bromodomain adjacent to zinc finger domain 2A"
0.898815981768658	0.000450112535381622	4.10256577734405	-4.07021107927585	-1.84996851764791	-0.346036047629117	"GDAP1L1"	"78997"	"ganglioside induced differentiation associated protein 1 like 1"
0.898815981768658	0.000452049985250019	6.08629382856616	4.06850538418444	-1.85173206650475	1.87276234070652	"MS4A4A"	"51338"	"membrane spanning 4-domains A4A"
0.898815981768658	0.000458746846429665	5.23170787523819	-4.06266491158097	-1.85777233754832	-0.476925808638342	"PCYT2"	"5833"	"phosphate cytidylyltransferase 2, ethanolamine"
0.898815981768658	0.000458961117041662	4.31632384237429	-4.06247944020097	-1.85796419679828	-0.293093355535572	"LTA"	"4049"	"lymphotoxin alpha"
0.898815981768658	0.000484638157574479	6.60690386095558	4.04085282214449	-1.88035364413987	0.940669610016963	"CD84"	"8832"	"CD84 molecule"
0.898815981768658	0.000498873328377955	7.02383541630151	-4.02934741835406	-1.89227922981315	-0.608701841589265	"DAPK2"	"23604"	"death associated protein kinase 2"
0.898815981768658	0.000504005892560388	6.09255912208507	4.02527870217771	-1.89649889058263	0.555759314806656	"SLA"	"6503"	"Src-like-adaptor"
0.898815981768658	0.000533884018325494	5.73867510713611	4.0023788909183	-1.92027086012496	0.610857318723979	"NCF4"	"4689"	"neutrophil cytosolic factor 4"
0.898815981768658	0.000543071920379751	5.02471057650756	3.99559155722632	-1.92732397268304	0.601486806099144	""	""	""
0.898815981768658	0.000555638856735812	4.78068896056522	3.98648983437926	-1.93678724413903	0.875217855977271	"HPGDS"	"27306"	"hematopoietic prostaglandin D synthase"
0.898815981768658	0.000562483213014289	4.27579061759546	-3.9816180687266	-1.94185493174924	-0.372115561179183	"TFR2"	"7036"	"transferrin receptor 2"
0.898815981768658	0.000574020437224335	5.52935693258412	-3.97353721297118	-1.95026442253221	-0.344395959763504	"TPPP"	"11076"	"tubulin polymerization promoting protein"
0.898815981768658	0.00057633254493912	3.92819224263138	-3.97193711847475	-1.95193012813069	-0.372354219361664	""	""	""
0.898815981768658	0.000586771458129626	5.36758186913043	3.96479103863376	-1.9593713843932	0.864825920962121	"GLIPR1"	"11010"	"GLI pathogenesis related 1"
0.898815981768658	0.000591812992111051	3.12688686878639	-3.96138470944709	-1.96291964845945	-0.275013699749671	"RPGRIP1L"	"23322"	"RPGRIP1 like"
0.910035675023229	0.00063260658282484	3.5649578844896	-3.93483336275269	-1.99060417752391	-0.233200033529316	""	""	""
0.910035675023229	0.000656103344717374	3.99837297632609	-3.92029810627786	-2.00577953514876	-0.364102803314394	"LOC100129516"	"100129516"	"uncharacterized LOC100129516"
0.910035675023229	0.00070073632303711	5.50775530724102	3.89405149308282	-2.03321629345169	0.294924534988801	"ZNF185"	"7739"	"zinc finger protein 185 (LIM domain)"
0.910035675023229	0.000754247228321024	4.38987333116163	-3.86467829850301	-2.06397197476556	-0.401476084578724	"PDX1"	"3651"	"pancreatic and duodenal homeobox 1"
0.910035675023229	0.000755792986281855	5.30395016596786	-3.86386070213471	-2.06482879434461	-0.482225168445984	"CYP11B2"	"1585"	"cytochrome P450 family 11 subfamily B member 2"
0.910035675023229	0.000786292333554964	3.99626716363989	-3.8480574586953	-2.08139788145349	-0.355045663870388	"INS"	"3630"	"insulin"
0.910035675023229	0.000792904902010123	4.94780908963894	-3.84471099859281	-2.08490837329302	-0.26358255070191	"THRAP3"	"9967"	"thyroid hormone receptor associated protein 3"
0.910035675023229	0.000815680490519906	5.81672322969093	3.83339183175397	-2.0967870974837	0.759997862365115	"ALOX5AP"	"241"	"arachidonate 5-lipoxygenase activating protein"
0.910035675023229	0.00083941132227584	7.2334135693724	3.82192468975206	-2.10882844725952	1.0148733422332	"FCER1G"	"2207"	"Fc fragment of IgE receptor Ig"
0.910035675023229	0.000872473176243218	4.18858384532136	-3.80647028494584	-2.1250681352604	-0.276402721449276	"GUSBP11"	"91316"	"glucuronidase, beta pseudogene 11"
0.910035675023229	0.000900421837848452	5.32552692043006	3.79384955069606	-2.13833965400434	0.72508931536133	"TRIM14"	"9830"	"tripartite motif containing 14"
